3519.125732421875,2611.0,0.0
2289.555908203125,1718.0,1.0
2549.732666015625,2976.0,2.0
5131.96435546875,4237.0,3.0
2607.478271484375,2168.0,4.0
5645.912109375,4687.0,5.0
3980.310791015625,3371.0,6.0
3459.42138671875,4078.0,7.0
5655.68017578125,3004.0,8.0
2714.308837890625,2021.0,9.0
7392.58447265625,3655.0,10.0
3464.81396484375,4015.0,11.0
5791.05810546875,8084.0,12.0
5412.9482421875,8202.0,13.0
3600.760498046875,2956.0,14.0
6643.08740234375,8233.0,15.0
4974.9091796875,7875.0,16.0
5687.8447265625,6141.0,17.0
7267.25244140625,4676.0,18.0
10187.58984375,9196.0,19.0
13573.9365234375,11273.0,20.0
11218.283203125,11109.0,21.0
8861.9130859375,7826.0,22.0
10216.4736328125,11687.0,23.0
13343.435546875,10540.0,24.0
12094.7509765625,11652.0,25.0
11813.078125,11089.0,26.0
14047.82421875,11774.0,27.0
11399.056640625,10933.0,28.0
13400.6962890625,12063.0,29.0
8146.37353515625,6981.0,30.0
14705.80078125,11990.0,31.0
11481.7099609375,12665.0,32.0
12390.1455078125,11764.0,33.0
11320.2099609375,11586.0,34.0
11977.580078125,11844.0,35.0
10820.884765625,12019.0,36.0
11208.4248046875,8775.0,37.0
12519.7841796875,12191.0,38.0
8795.2421875,12199.0,39.0
12868.8564453125,10902.0,40.0
8184.93896484375,9495.0,41.0
11493.708984375,11045.0,42.0
11981.208984375,13013.0,43.0
10447.615234375,12420.0,44.0
11355.787109375,10224.0,45.0
11128.982421875,11591.0,46.0
14145.7255859375,10856.0,47.0
11737.962890625,11811.0,48.0
12250.96484375,12934.0,49.0
9299.6416015625,10808.0,50.0
10078.7685546875,12617.0,51.0
10833.158203125,12970.0,52.0
9097.9697265625,11651.0,53.0
10157.78125,11595.0,54.0
8620.3779296875,12210.0,55.0
10666.3662109375,11522.0,56.0
11346.0888671875,11378.0,57.0
11050.4638671875,11131.0,58.0
11088.27734375,10351.0,59.0
11270.923828125,11156.0,60.0
9315.552734375,11952.0,61.0
6586.0166015625,2079.0,62.0
8741.0732421875,10501.0,63.0
7317.2646484375,10491.0,64.0
10112.65625,10495.0,65.0
10139.07421875,11406.0,66.0
8086.87646484375,5179.0,67.0
7409.31591796875,10553.0,68.0
8558.1181640625,8901.0,69.0
7725.974609375,7171.0,70.0
9289.58203125,9156.0,71.0
6742.86181640625,6864.0,72.0
5139.658203125,3394.0,73.0
5031.1552734375,5740.0,74.0
4578.1982421875,8458.0,75.0
9570.3720703125,6645.0,76.0
6900.4365234375,6698.0,77.0
2774.49267578125,4219.0,78.0
5827.828125,4934.0,79.0
6292.3173828125,5855.0,80.0
4246.330078125,3220.0,81.0
5049.09521484375,4922.0,82.0
7904.25537109375,5133.0,83.0
4143.68798828125,6153.0,84.0
6092.896484375,5663.0,85.0
3680.6494140625,3912.0,86.0
5530.1982421875,2942.0,87.0
3312.18115234375,4664.0,88.0
5289.52978515625,5493.0,89.0
5328.787109375,6097.0,90.0
3989.85888671875,5633.0,91.0
4310.494140625,3279.0,92.0
4650.0439453125,5432.0,93.0
6227.19970703125,8732.0,94.0
9732.55078125,11214.0,95.0
9948.859375,11220.0,96.0
7237.54150390625,10427.0,97.0
9916.1435546875,6800.0,98.0
15329.7841796875,9456.0,99.0
10047.37109375,10131.0,100.0
9574.732421875,12367.0,101.0
13462.2705078125,11093.0,102.0
5823.7529296875,4376.0,103.0
10352.513671875,11720.0,104.0
12839.5341796875,12786.0,105.0
9907.3955078125,12366.0,106.0
8456.8125,8517.0,107.0
9586.6728515625,9378.0,108.0
10685.3837890625,13423.0,109.0
9128.275390625,11056.0,110.0
11749.78125,13778.0,111.0
11379.5888671875,12198.0,112.0
10212.330078125,11981.0,113.0
12996.7109375,12086.0,114.0
10209.68359375,15526.0,115.0
11379.9541015625,9729.0,116.0
11209.3974609375,9615.0,117.0
12605.4814453125,11564.0,118.0
10564.1591796875,13369.0,119.0
9141.2109375,13042.0,120.0
10817.298828125,12524.0,121.0
11257.9423828125,11296.0,122.0
10305.9541015625,12214.0,123.0
11961.69140625,11409.0,124.0
10089.8779296875,13265.0,125.0
8782.98046875,8459.0,126.0
10199.7548828125,13336.0,127.0
7369.29150390625,11943.0,128.0
11062.3896484375,10026.0,129.0
8966.7646484375,11797.0,130.0
10126.654296875,10627.0,131.0
9040.958984375,12123.0,132.0
8728.142578125,10251.0,133.0
5671.181640625,8155.0,134.0
7629.43017578125,9210.0,135.0
8211.275390625,4991.0,136.0
6983.6689453125,8411.0,137.0
6986.12646484375,6209.0,138.0
6554.59326171875,8210.0,139.0
5081.59521484375,6419.0,140.0
5590.68017578125,4556.0,141.0
1747.7049560546875,4517.0,142.0
2302.082763671875,2155.0,143.0
5864.9677734375,6396.0,144.0
